numPops,numGens,numElites,muations,bestDistanceByMutation
1000,50,400,0.001,8360.936515559006
1000,50,400,0.004,8360.936515559006
1000,50,400,0.007,8360.936515559006
1000,50,400,0.01,8360.936515559006
1000,50,400,0.013000000000000001,8363.922599642312
1000,50,400,0.001,8360.936515559006
1000,50,400,0.004,8360.936515559006
1000,50,400,0.007,8360.936515559006
1000,50,400,0.01,8360.936515559006
1000,50,400,0.013000000000000001,8360.936515559006
1000,50,400,0.016,8360.936515559006
1000,50,400,0.019,8360.936515559006
1000,50,400,0.022,8360.936515559006
1000,50,400,0.024999999999999998,8408.763834624302
1000,50,400,0.027999999999999997,8360.936515559006
1000,50,400,0.030999999999999996,8360.936515559006
1000,50,400,0.033999999999999996,8360.936515559006
1000,50,400,0.037,8360.936515559006
1000,50,400,0.04,8360.936515559006
1000,50,400,0.043000000000000003,8363.922599642312
1000,50,400,0.046000000000000006,8360.936515559006
1000,50,400,0.04900000000000001,8360.936515559006
1000,50,400,0.05200000000000001,8360.936515559006
1000,50,400,0.055000000000000014,8360.936515559006
1000,50,400,0.05800000000000002,8360.936515559006
1000,50,400,0.06100000000000002,8376.941008034326
1000,50,400,0.06400000000000002,8360.936515559006
1000,50,400,0.06700000000000002,8376.941008034326
1000,50,400,0.07000000000000002,8360.936515559006
1000,50,400,0.07300000000000002,8360.936515559006
1000,50,400,0.07600000000000003,8360.936515559006
1000,50,400,0.07900000000000003,8360.936515559006
1000,50,400,0.08200000000000003,8360.936515559006
1000,50,400,0.08500000000000003,8360.936515559006
1000,50,400,0.08800000000000004,8363.922599642312
1000,50,400,0.09100000000000004,8360.936515559006
1000,50,400,0.09400000000000004,8360.936515559006
1000,50,400,0.09700000000000004,8360.936515559006
1000,50,400,0.10000000000000005,8360.936515559006
1000,50,400,0.10300000000000005,8360.936515559006
1000,50,400,0.10600000000000005,8363.922599642312
1000,50,400,0.10900000000000006,8363.922599642312
1000,50,400,0.11200000000000006,8360.936515559006
1000,50,400,0.11500000000000006,8360.936515559006
1000,50,400,0.11800000000000006,8360.936515559006
1000,50,400,0.12100000000000007,8360.936515559006
1000,50,400,0.12400000000000007,8360.936515559006
1000,50,400,0.12700000000000006,8360.936515559006
1000,50,400,0.13000000000000006,8360.936515559006
1000,50,400,0.13300000000000006,8376.941008034326
1000,50,400,0.13600000000000007,8360.936515559006
1000,50,400,0.13900000000000007,8360.936515559006
1000,50,400,0.14200000000000007,8360.936515559006
1000,50,400,0.14500000000000007,8360.936515559006
1000,50,400,0.14800000000000008,8360.936515559006
1000,50,400,0.15100000000000008,8360.936515559006
1000,50,400,0.15400000000000008,8360.936515559006
1000,50,400,0.15700000000000008,8363.922599642312
1000,50,400,0.1600000000000001,8360.936515559006
